pp_0000               2.5000000000E+01      7.5000000000E+01      1           1.0000000000e-09     
pp_0001               6.5000000000E+01      7.5000000000E+01      1           1.0100000000e-09     
pp_0002               2.5000000000E+01      3.5000000000E+01      1           1.0000000000e-09     
pp_0003               6.5000000000E+01      3.5000000000E+01      1           1.0000000000e-09     
